date,end_date,product_code,product_color,product_model,product_type,quantity
2024-08-23,2024-08-30,930,pvc gri,karışık çizgi,100cm,18.0
2024-08-23,2024-08-30,960,pvc gri,iki göbek,100cm,99.0
2024-08-30,2024-09-06,110,italyan ceviz,madra,100cm,13.0
2024-08-30,2024-09-06,130,italyan ceviz,karışık çizgi,100cm,39.0
2024-08-30,2024-09-06,160,italyan ceviz,iki göbek,100cm,84.0
2024-08-30,2024-09-06,220,koyu ceviz,baklava,100cm,7.0
2024-08-30,2024-09-06,310,gold ceviz,madra,100cm,68.0
2024-08-30,2024-09-06,420,ABD ceviz,baklava,100cm,3.0
2024-08-30,2024-09-06,430,ABD ceviz,karışık çizgi,100cm,1.0
2024-08-30,2024-09-06,440,,,100cm,1.0
2024-08-30,2024-09-06,460,ABD ceviz,iki göbek,100cm,9.0
2024-08-30,2024-09-06,520,wenge,baklava,100cm,7.0
2024-08-30,2024-09-06,560,wenge,iki göbek,100cm,13.0
2024-08-30,2024-09-06,610,bute beyaz,madra,100cm,6.0
2024-08-30,2024-09-06,630,bute beyaz,karışık çizgi,100cm,53.0
2024-08-30,2024-09-06,660,bute beyaz,iki göbek,100cm,159.0
2024-08-30,2024-09-06,730,küp akça,karışık çizgi,100cm,30.0
2024-08-30,2024-09-06,740,,,100cm,1.0
2024-08-30,2024-09-06,760,küp akça,iki göbek,100cm,97.0
2024-08-30,2024-09-06,810,ardahan gri,madra,100cm,10.0
2024-08-30,2024-09-06,860,ardahan gri,iki göbek,100cm,12.0
2024-08-30,2024-09-06,930,pvc gri,karışık çizgi,100cm,25.0
2024-08-30,2024-09-06,960,pvc gri,iki göbek,100cm,95.0
2024-09-13,2024-09-19,110,italyan ceviz,madra,100cm,1.0
2024-01-01,2024-01-05,160,italyan ceviz,iki göbek,100cm_windowed,5.0
2024-01-01,2024-01-05,330,gold ceviz,karışık çizgi,100cm_windowed,1.0
2024-01-01,2024-01-05,520,wenge,baklava,100cm_windowed,1.0
2024-01-01,2024-01-05,530,wenge,karışık çizgi,100cm_windowed,1.0
2024-01-01,2024-01-05,630,bute beyaz,karışık çizgi,100cm_windowed,1.0
2024-01-01,2024-01-05,660,bute beyaz,iki göbek,100cm_windowed,6.0
2024-01-01,2024-01-05,760,küp akça,iki göbek,100cm_windowed,4.0
2024-01-01,2024-01-05,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-01-01,2024-01-05,960,pvc gri,iki göbek,100cm_windowed,1.0
2024-01-05,2024-01-12,110,italyan ceviz,madra,100cm_windowed,1.0
2024-01-05,2024-01-12,120,italyan ceviz,baklava,100cm_windowed,1.0
2024-01-05,2024-01-12,160,italyan ceviz,iki göbek,100cm_windowed,3.0
2024-01-05,2024-01-12,310,gold ceviz,madra,100cm_windowed,3.0
2024-01-05,2024-01-12,330,gold ceviz,karışık çizgi,100cm_windowed,1.0
2024-01-05,2024-01-12,420,ABD ceviz,baklava,100cm_windowed,1.0
2024-01-05,2024-01-12,460,ABD ceviz,iki göbek,100cm_windowed,1.0
2024-01-05,2024-01-12,520,wenge,baklava,100cm_windowed,2.0
2024-01-05,2024-01-12,630,bute beyaz,karışık çizgi,100cm_windowed,3.0
2024-01-05,2024-01-12,660,bute beyaz,iki göbek,100cm_windowed,7.0
2024-01-05,2024-01-12,760,küp akça,iki göbek,100cm_windowed,6.0
2024-01-05,2024-01-12,820,ardahan gri,baklava,100cm_windowed,3.0
2024-01-05,2024-01-12,860,ardahan gri,iki göbek,100cm_windowed,6.0
2024-01-05,2024-01-12,960,pvc gri,iki göbek,100cm_windowed,1.0
2024-01-19,2024-01-26,110,italyan ceviz,madra,100cm_windowed,8.0
2024-01-19,2024-01-26,160,italyan ceviz,iki göbek,100cm_windowed,3.0
2024-01-19,2024-01-26,230,koyu ceviz,karışık çizgi,100cm_windowed,1.0
2024-01-19,2024-01-26,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-01-19,2024-01-26,310,gold ceviz,madra,100cm_windowed,1.0
2024-01-19,2024-01-26,460,ABD ceviz,iki göbek,100cm_windowed,2.0
2024-01-19,2024-01-26,630,bute beyaz,karışık çizgi,100cm_windowed,5.0
2024-01-19,2024-01-26,660,bute beyaz,iki göbek,100cm_windowed,33.0
2024-01-19,2024-01-26,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-01-19,2024-01-26,760,küp akça,iki göbek,100cm_windowed,16.0
2024-01-19,2024-01-26,810,ardahan gri,madra,100cm_windowed,1.0
2024-01-19,2024-01-26,830,ardahan gri,karışık çizgi,100cm_windowed,5.0
2024-01-19,2024-01-26,840,,,100cm_windowed,1.0
2024-01-19,2024-01-26,860,ardahan gri,iki göbek,100cm_windowed,5.0
2024-01-19,2024-01-26,930,pvc gri,karışık çizgi,100cm_windowed,8.0
2024-01-19,2024-01-26,960,pvc gri,iki göbek,100cm_windowed,1.0
2024-01-26,2024-02-02,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-01-26,2024-02-02,310,gold ceviz,madra,100cm_windowed,1.0
2024-01-26,2024-02-02,530,wenge,karışık çizgi,100cm_windowed,1.0
2024-01-26,2024-02-02,560,wenge,iki göbek,100cm_windowed,1.0
2024-01-26,2024-02-02,620,bute beyaz,baklava,100cm_windowed,1.0
2024-01-26,2024-02-02,630,bute beyaz,karışık çizgi,100cm_windowed,6.0
2024-01-26,2024-02-02,660,bute beyaz,iki göbek,100cm_windowed,6.0
2024-01-26,2024-02-02,820,ardahan gri,baklava,100cm_windowed,1.0
2024-01-26,2024-02-02,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-01-26,2024-02-02,930,pvc gri,karışık çizgi,100cm_windowed,1.0
2024-02-02,2024-02-09,110,italyan ceviz,madra,100cm_windowed,1.0
2024-02-02,2024-02-09,220,koyu ceviz,baklava,100cm_windowed,1.0
2024-02-02,2024-02-09,460,ABD ceviz,iki göbek,100cm_windowed,1.0
2024-02-02,2024-02-09,630,bute beyaz,karışık çizgi,100cm_windowed,6.0
2024-02-02,2024-02-09,660,bute beyaz,iki göbek,100cm_windowed,7.0
2024-02-02,2024-02-09,760,küp akça,iki göbek,100cm_windowed,1.0
2024-02-02,2024-02-09,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-02-02,2024-02-09,960,pvc gri,iki göbek,100cm_windowed,2.0
2024-02-09,2024-02-16,130,italyan ceviz,karışık çizgi,100cm_windowed,1.0
2024-02-09,2024-02-16,160,italyan ceviz,iki göbek,100cm_windowed,1.0
2024-02-09,2024-02-16,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-02-09,2024-02-16,310,gold ceviz,madra,100cm_windowed,1.0
2024-02-09,2024-02-16,630,bute beyaz,karışık çizgi,100cm_windowed,2.0
2024-02-09,2024-02-16,660,bute beyaz,iki göbek,100cm_windowed,14.0
2024-02-09,2024-02-16,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-02-09,2024-02-16,760,küp akça,iki göbek,100cm_windowed,1.0
2024-02-09,2024-02-16,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-02-09,2024-02-16,960,pvc gri,iki göbek,100cm_windowed,1.0
2024-02-16,2024-02-23,160,italyan ceviz,iki göbek,100cm_windowed,1.0
2024-02-16,2024-02-23,260,koyu ceviz,iki göbek,100cm_windowed,2.0
2024-02-16,2024-02-23,520,wenge,baklava,100cm_windowed,2.0
2024-02-16,2024-02-23,630,bute beyaz,karışık çizgi,100cm_windowed,2.0
2024-02-16,2024-02-23,660,bute beyaz,iki göbek,100cm_windowed,2.0
2024-02-16,2024-02-23,730,küp akça,karışık çizgi,100cm_windowed,3.0
2024-02-16,2024-02-23,760,küp akça,iki göbek,100cm_windowed,3.0
2024-02-16,2024-02-23,830,ardahan gri,karışık çizgi,100cm_windowed,3.0
2024-02-23,2024-03-01,410,ABD ceviz,madra,100cm_windowed,1.0
2024-02-23,2024-03-01,630,bute beyaz,karışık çizgi,100cm_windowed,1.0
2024-02-23,2024-03-01,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-02-23,2024-03-01,760,küp akça,iki göbek,100cm_windowed,3.0
2024-02-23,2024-03-01,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-02-23,2024-03-01,840,,,100cm_windowed,1.0
2024-02-23,2024-03-01,860,ardahan gri,iki göbek,100cm_windowed,3.0
2024-02-23,2024-03-01,960,pvc gri,iki göbek,100cm_windowed,2.0
2024-03-01,2024-03-08,360,gold ceviz,iki göbek,100cm_windowed,1.0
2024-03-01,2024-03-08,630,bute beyaz,karışık çizgi,100cm_windowed,1.0
2024-03-01,2024-03-08,660,bute beyaz,iki göbek,100cm_windowed,1.0
2024-03-08,2024-03-15,110,italyan ceviz,madra,100cm_windowed,1.0
2024-03-08,2024-03-15,160,italyan ceviz,iki göbek,100cm_windowed,2.0
2024-03-08,2024-03-15,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-03-08,2024-03-15,660,bute beyaz,iki göbek,100cm_windowed,5.0
2024-03-08,2024-03-15,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-03-08,2024-03-15,760,küp akça,iki göbek,100cm_windowed,1.0
2024-03-08,2024-03-15,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-03-15,2024-03-22,160,italyan ceviz,iki göbek,100cm_windowed,1.0
2024-03-15,2024-03-22,530,wenge,karışık çizgi,100cm_windowed,1.0
2024-03-15,2024-03-22,660,bute beyaz,iki göbek,100cm_windowed,4.0
2024-03-15,2024-03-22,730,küp akça,karışık çizgi,100cm_windowed,4.0
2024-03-15,2024-03-22,760,küp akça,iki göbek,100cm_windowed,1.0
2024-03-22,2024-03-29,610,bute beyaz,madra,100cm_windowed,2.0
2024-03-22,2024-03-29,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-03-22,2024-03-29,860,ardahan gri,iki göbek,100cm_windowed,11.0
2024-03-29,2024-04-05,630,bute beyaz,karışık çizgi,100cm_windowed,1.0
2024-03-29,2024-04-05,640,,,100cm_windowed,1.0
2024-03-29,2024-04-05,720,küp akça,baklava,100cm_windowed,3.0
2024-03-29,2024-04-05,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-04-12,2024-04-19,130,italyan ceviz,karışık çizgi,100cm_windowed,1.0
2024-04-12,2024-04-19,640,,,100cm_windowed,4.0
2024-04-12,2024-04-19,720,küp akça,baklava,100cm_windowed,1.0
2024-04-12,2024-04-19,730,küp akça,karışık çizgi,100cm_windowed,2.0
2024-04-12,2024-04-19,740,,,100cm_windowed,2.0
2024-04-12,2024-04-19,760,küp akça,iki göbek,100cm_windowed,1.0
2024-04-12,2024-04-19,820,ardahan gri,baklava,100cm_windowed,2.0
2024-04-19,2024-04-26,120,italyan ceviz,baklava,100cm_windowed,2.0
2024-04-19,2024-04-26,610,bute beyaz,madra,100cm_windowed,2.0
2024-04-19,2024-04-26,620,bute beyaz,baklava,100cm_windowed,3.0
2024-04-19,2024-04-26,630,bute beyaz,karışık çizgi,100cm_windowed,2.0
2024-04-19,2024-04-26,660,bute beyaz,iki göbek,100cm_windowed,8.0
2024-04-19,2024-04-26,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-04-19,2024-04-26,760,küp akça,iki göbek,100cm_windowed,2.0
2024-04-19,2024-04-26,860,ardahan gri,iki göbek,100cm_windowed,2.0
2024-04-26,2024-05-03,120,italyan ceviz,baklava,100cm_windowed,1.0
2024-04-26,2024-05-03,610,bute beyaz,madra,100cm_windowed,2.0
2024-04-26,2024-05-03,630,bute beyaz,karışık çizgi,100cm_windowed,1.0
2024-04-26,2024-05-03,660,bute beyaz,iki göbek,100cm_windowed,7.0
2024-04-26,2024-05-03,760,küp akça,iki göbek,100cm_windowed,2.0
2024-04-26,2024-05-03,860,ardahan gri,iki göbek,100cm_windowed,3.0
2024-04-26,2024-05-03,960,pvc gri,iki göbek,100cm_windowed,1.0
2024-05-03,2024-05-10,160,italyan ceviz,iki göbek,100cm_windowed,1.0
2024-05-03,2024-05-10,260,koyu ceviz,iki göbek,100cm_windowed,3.0
2024-05-03,2024-05-10,660,bute beyaz,iki göbek,100cm_windowed,9.0
2024-05-03,2024-05-10,760,küp akça,iki göbek,100cm_windowed,1.0
2024-05-03,2024-05-10,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-05-03,2024-05-10,860,ardahan gri,iki göbek,100cm_windowed,4.0
2024-05-03,2024-05-10,960,pvc gri,iki göbek,100cm_windowed,1.0
2024-05-10,2024-05-17,120,italyan ceviz,baklava,100cm_windowed,1.0
2024-05-10,2024-05-17,160,italyan ceviz,iki göbek,100cm_windowed,5.0
2024-05-10,2024-05-17,230,koyu ceviz,karışık çizgi,100cm_windowed,1.0
2024-05-10,2024-05-17,360,gold ceviz,iki göbek,100cm_windowed,1.0
2024-05-10,2024-05-17,460,ABD ceviz,iki göbek,100cm_windowed,1.0
2024-05-10,2024-05-17,630,bute beyaz,karışık çizgi,100cm_windowed,6.0
2024-05-10,2024-05-17,660,bute beyaz,iki göbek,100cm_windowed,8.0
2024-05-10,2024-05-17,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-05-10,2024-05-17,760,küp akça,iki göbek,100cm_windowed,11.0
2024-05-10,2024-05-17,830,ardahan gri,karışık çizgi,100cm_windowed,2.0
2024-05-10,2024-05-17,860,ardahan gri,iki göbek,100cm_windowed,2.0
2024-05-10,2024-05-17,960,pvc gri,iki göbek,100cm_windowed,7.0
2024-05-17,2024-05-24,120,italyan ceviz,baklava,100cm_windowed,1.0
2024-05-17,2024-05-24,160,italyan ceviz,iki göbek,100cm_windowed,1.0
2024-05-17,2024-05-24,260,koyu ceviz,iki göbek,100cm_windowed,2.0
2024-05-17,2024-05-24,360,gold ceviz,iki göbek,100cm_windowed,2.0
2024-05-17,2024-05-24,460,ABD ceviz,iki göbek,100cm_windowed,1.0
2024-05-17,2024-05-24,540,,,100cm_windowed,1.0
2024-05-17,2024-05-24,560,wenge,iki göbek,100cm_windowed,1.0
2024-05-17,2024-05-24,620,bute beyaz,baklava,100cm_windowed,1.0
2024-05-17,2024-05-24,630,bute beyaz,karışık çizgi,100cm_windowed,4.0
2024-05-17,2024-05-24,660,bute beyaz,iki göbek,100cm_windowed,5.0
2024-05-17,2024-05-24,760,küp akça,iki göbek,100cm_windowed,1.0
2024-05-17,2024-05-24,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-05-17,2024-05-24,930,pvc gri,karışık çizgi,100cm_windowed,1.0
2024-05-24,2024-05-31,110,italyan ceviz,madra,100cm_windowed,1.0
2024-05-24,2024-05-31,160,italyan ceviz,iki göbek,100cm_windowed,2.0
2024-05-24,2024-05-31,230,koyu ceviz,karışık çizgi,100cm_windowed,2.0
2024-05-24,2024-05-31,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-05-24,2024-05-31,310,gold ceviz,madra,100cm_windowed,1.0
2024-05-24,2024-05-31,620,bute beyaz,baklava,100cm_windowed,1.0
2024-05-24,2024-05-31,660,bute beyaz,iki göbek,100cm_windowed,13.0
2024-05-24,2024-05-31,720,küp akça,baklava,100cm_windowed,1.0
2024-05-24,2024-05-31,760,küp akça,iki göbek,100cm_windowed,4.0
2024-05-24,2024-05-31,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-05-24,2024-05-31,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-05-31,2024-06-07,110,italyan ceviz,madra,100cm_windowed,1.0
2024-05-31,2024-06-07,160,italyan ceviz,iki göbek,100cm_windowed,9.0
2024-05-31,2024-06-07,220,koyu ceviz,baklava,100cm_windowed,2.0
2024-05-31,2024-06-07,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-05-31,2024-06-07,310,gold ceviz,madra,100cm_windowed,1.0
2024-05-31,2024-06-07,360,gold ceviz,iki göbek,100cm_windowed,2.0
2024-05-31,2024-06-07,520,wenge,baklava,100cm_windowed,1.0
2024-05-31,2024-06-07,610,bute beyaz,madra,100cm_windowed,4.0
2024-05-31,2024-06-07,620,bute beyaz,baklava,100cm_windowed,1.0
2024-05-31,2024-06-07,630,bute beyaz,karışık çizgi,100cm_windowed,2.0
2024-05-31,2024-06-07,660,bute beyaz,iki göbek,100cm_windowed,10.0
2024-05-31,2024-06-07,860,ardahan gri,iki göbek,100cm_windowed,11.0
2024-05-31,2024-06-07,930,pvc gri,karışık çizgi,100cm_windowed,1.0
2024-05-31,2024-06-07,960,pvc gri,iki göbek,100cm_windowed,12.0
2024-06-07,2024-06-14,160,italyan ceviz,iki göbek,100cm_windowed,2.0
2024-06-07,2024-06-14,220,koyu ceviz,baklava,100cm_windowed,2.0
2024-06-07,2024-06-14,230,koyu ceviz,karışık çizgi,100cm_windowed,1.0
2024-06-07,2024-06-14,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-06-07,2024-06-14,560,wenge,iki göbek,100cm_windowed,2.0
2024-06-07,2024-06-14,610,bute beyaz,madra,100cm_windowed,4.0
2024-06-07,2024-06-14,630,bute beyaz,karışık çizgi,100cm_windowed,5.0
2024-06-07,2024-06-14,660,bute beyaz,iki göbek,100cm_windowed,19.0
2024-06-07,2024-06-14,720,küp akça,baklava,100cm_windowed,1.0
2024-06-07,2024-06-14,760,küp akça,iki göbek,100cm_windowed,3.0
2024-06-07,2024-06-14,810,ardahan gri,madra,100cm_windowed,2.0
2024-06-07,2024-06-14,860,ardahan gri,iki göbek,100cm_windowed,6.0
2024-06-07,2024-06-14,930,pvc gri,karışık çizgi,100cm_windowed,2.0
2024-06-07,2024-06-14,960,pvc gri,iki göbek,100cm_windowed,3.0
2024-06-28,2024-07-05,110,italyan ceviz,madra,100cm_windowed,3.0
2024-06-28,2024-07-05,120,italyan ceviz,baklava,100cm_windowed,3.0
2024-06-28,2024-07-05,130,italyan ceviz,karışık çizgi,100cm_windowed,3.0
2024-06-28,2024-07-05,160,italyan ceviz,iki göbek,100cm_windowed,4.0
2024-06-28,2024-07-05,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-06-28,2024-07-05,330,gold ceviz,karışık çizgi,100cm_windowed,1.0
2024-06-28,2024-07-05,360,gold ceviz,iki göbek,100cm_windowed,3.0
2024-06-28,2024-07-05,410,ABD ceviz,madra,100cm_windowed,1.0
2024-06-28,2024-07-05,560,wenge,iki göbek,100cm_windowed,1.0
2024-06-28,2024-07-05,610,bute beyaz,madra,100cm_windowed,3.0
2024-06-28,2024-07-05,630,bute beyaz,karışık çizgi,100cm_windowed,2.0
2024-06-28,2024-07-05,660,bute beyaz,iki göbek,100cm_windowed,21.0
2024-06-28,2024-07-05,720,küp akça,baklava,100cm_windowed,1.0
2024-06-28,2024-07-05,760,küp akça,iki göbek,100cm_windowed,9.0
2024-06-28,2024-07-05,830,ardahan gri,karışık çizgi,100cm_windowed,2.0
2024-06-28,2024-07-05,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-06-28,2024-07-05,960,pvc gri,iki göbek,100cm_windowed,4.0
2024-07-05,2024-07-12,110,italyan ceviz,madra,100cm_windowed,1.0
2024-07-05,2024-07-12,320,gold ceviz,baklava,100cm_windowed,3.0
2024-07-05,2024-07-12,420,ABD ceviz,baklava,100cm_windowed,1.0
2024-07-05,2024-07-12,610,bute beyaz,madra,100cm_windowed,1.0
2024-07-05,2024-07-12,620,bute beyaz,baklava,100cm_windowed,1.0
2024-07-05,2024-07-12,630,bute beyaz,karışık çizgi,100cm_windowed,3.0
2024-07-05,2024-07-12,660,bute beyaz,iki göbek,100cm_windowed,5.0
2024-07-05,2024-07-12,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-07-05,2024-07-12,760,küp akça,iki göbek,100cm_windowed,8.0
2024-07-05,2024-07-12,810,ardahan gri,madra,100cm_windowed,2.0
2024-07-05,2024-07-12,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-07-05,2024-07-12,920,pvc gri,baklava,100cm_windowed,3.0
2024-07-05,2024-07-12,930,pvc gri,karışık çizgi,100cm_windowed,1.0
2024-07-05,2024-07-12,960,pvc gri,iki göbek,100cm_windowed,1.0
2024-07-12,2024-07-19,110,italyan ceviz,madra,100cm_windowed,1.0
2024-07-12,2024-07-19,130,italyan ceviz,karışık çizgi,100cm_windowed,3.0
2024-07-12,2024-07-19,160,italyan ceviz,iki göbek,100cm_windowed,3.0
2024-07-12,2024-07-19,230,koyu ceviz,karışık çizgi,100cm_windowed,1.0
2024-07-12,2024-07-19,360,gold ceviz,iki göbek,100cm_windowed,1.0
2024-07-12,2024-07-19,460,ABD ceviz,iki göbek,100cm_windowed,1.0
2024-07-12,2024-07-19,660,bute beyaz,iki göbek,100cm_windowed,17.0
2024-07-12,2024-07-19,730,küp akça,karışık çizgi,100cm_windowed,3.0
2024-07-12,2024-07-19,740,,,100cm_windowed,1.0
2024-07-12,2024-07-19,760,küp akça,iki göbek,100cm_windowed,2.0
2024-07-12,2024-07-19,810,ardahan gri,madra,100cm_windowed,3.0
2024-07-12,2024-07-19,930,pvc gri,karışık çizgi,100cm_windowed,2.0
2024-07-19,2024-07-26,110,italyan ceviz,madra,100cm_windowed,2.0
2024-07-19,2024-07-26,130,italyan ceviz,karışık çizgi,100cm_windowed,1.0
2024-07-19,2024-07-26,230,koyu ceviz,karışık çizgi,100cm_windowed,4.0
2024-07-19,2024-07-26,320,gold ceviz,baklava,100cm_windowed,1.0
2024-07-19,2024-07-26,610,bute beyaz,madra,100cm_windowed,4.0
2024-07-19,2024-07-26,630,bute beyaz,karışık çizgi,100cm_windowed,3.0
2024-07-19,2024-07-26,660,bute beyaz,iki göbek,100cm_windowed,14.0
2024-07-19,2024-07-26,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-07-19,2024-07-26,760,küp akça,iki göbek,100cm_windowed,1.0
2024-07-19,2024-07-26,820,ardahan gri,baklava,100cm_windowed,1.0
2024-07-19,2024-07-26,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-07-19,2024-07-26,920,pvc gri,baklava,100cm_windowed,1.0
2024-07-19,2024-07-26,960,pvc gri,iki göbek,100cm_windowed,2.0
2024-07-26,2024-08-02,120,italyan ceviz,baklava,100cm_windowed,1.0
2024-07-26,2024-08-02,160,italyan ceviz,iki göbek,100cm_windowed,1.0
2024-07-26,2024-08-02,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-07-26,2024-08-02,310,gold ceviz,madra,100cm_windowed,2.0
2024-07-26,2024-08-02,330,gold ceviz,karışık çizgi,100cm_windowed,1.0
2024-07-26,2024-08-02,360,gold ceviz,iki göbek,100cm_windowed,1.0
2024-07-26,2024-08-02,410,ABD ceviz,madra,100cm_windowed,1.0
2024-07-26,2024-08-02,460,ABD ceviz,iki göbek,100cm_windowed,2.0
2024-07-26,2024-08-02,610,bute beyaz,madra,100cm_windowed,1.0
2024-07-26,2024-08-02,620,bute beyaz,baklava,100cm_windowed,1.0
2024-07-26,2024-08-02,630,bute beyaz,karışık çizgi,100cm_windowed,2.0
2024-07-26,2024-08-02,660,bute beyaz,iki göbek,100cm_windowed,5.0
2024-07-26,2024-08-02,720,küp akça,baklava,100cm_windowed,3.0
2024-07-26,2024-08-02,730,küp akça,karışık çizgi,100cm_windowed,5.0
2024-07-26,2024-08-02,740,,,100cm_windowed,2.0
2024-07-26,2024-08-02,760,küp akça,iki göbek,100cm_windowed,3.0
2024-07-26,2024-08-02,830,ardahan gri,karışık çizgi,100cm_windowed,14.0
2024-07-26,2024-08-02,860,ardahan gri,iki göbek,100cm_windowed,6.0
2024-07-26,2024-08-02,960,pvc gri,iki göbek,100cm_windowed,5.0
2024-08-02,2024-08-09,110,italyan ceviz,madra,100cm_windowed,1.0
2024-08-02,2024-08-09,130,italyan ceviz,karışık çizgi,100cm_windowed,1.0
2024-08-02,2024-08-09,260,koyu ceviz,iki göbek,100cm_windowed,2.0
2024-08-02,2024-08-09,310,gold ceviz,madra,100cm_windowed,1.0
2024-08-02,2024-08-09,630,bute beyaz,karışık çizgi,100cm_windowed,1.0
2024-08-02,2024-08-09,660,bute beyaz,iki göbek,100cm_windowed,5.0
2024-08-02,2024-08-09,760,küp akça,iki göbek,100cm_windowed,7.0
2024-08-02,2024-08-09,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-08-02,2024-08-09,860,ardahan gri,iki göbek,100cm_windowed,5.0
2024-08-02,2024-08-09,930,pvc gri,karışık çizgi,100cm_windowed,2.0
2024-08-02,2024-08-09,960,pvc gri,iki göbek,100cm_windowed,2.0
2024-08-09,2024-08-16,110,italyan ceviz,madra,100cm_windowed,2.0
2024-08-09,2024-08-16,260,koyu ceviz,iki göbek,100cm_windowed,2.0
2024-08-09,2024-08-16,420,ABD ceviz,baklava,100cm_windowed,1.0
2024-08-09,2024-08-16,460,ABD ceviz,iki göbek,100cm_windowed,2.0
2024-08-09,2024-08-16,520,wenge,baklava,100cm_windowed,1.0
2024-08-09,2024-08-16,630,bute beyaz,karışık çizgi,100cm_windowed,11.0
2024-08-09,2024-08-16,720,küp akça,baklava,100cm_windowed,3.0
2024-08-09,2024-08-16,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-08-09,2024-08-16,760,küp akça,iki göbek,100cm_windowed,6.0
2024-08-09,2024-08-16,860,ardahan gri,iki göbek,100cm_windowed,1.0
2024-08-09,2024-08-16,960,pvc gri,iki göbek,100cm_windowed,2.0
2024-08-16,2024-08-23,110,italyan ceviz,madra,100cm_windowed,1.0
2024-08-16,2024-08-23,230,koyu ceviz,karışık çizgi,100cm_windowed,1.0
2024-08-16,2024-08-23,260,koyu ceviz,iki göbek,100cm_windowed,1.0
2024-08-16,2024-08-23,610,bute beyaz,madra,100cm_windowed,1.0
2024-08-16,2024-08-23,630,bute beyaz,karışık çizgi,100cm_windowed,3.0
2024-08-16,2024-08-23,660,bute beyaz,iki göbek,100cm_windowed,15.0
2024-08-16,2024-08-23,730,küp akça,karışık çizgi,100cm_windowed,1.0
2024-08-16,2024-08-23,760,küp akça,iki göbek,100cm_windowed,7.0
2024-08-16,2024-08-23,830,ardahan gri,karışık çizgi,100cm_windowed,1.0
2024-08-16,2024-08-23,840,,,100cm_windowed,1.0
2024-08-16,2024-08-23,860,ardahan gri,iki göbek,100cm_windowed,10.0
2024-08-16,2024-08-23,960,pvc gri,iki göbek,100cm_windowed,3.0
2024-08-23,2024-08-30,110,italyan ceviz,madra,100cm_windowed,1.0
2024-08-23,2024-08-30,130,italyan ceviz,karışık çizgi,100cm_windowed,1.0
2024-08-23,2024-08-30,160,italyan ceviz,iki göbek,100cm_windowed,4.0
2024-08-23,2024-08-30,260,koyu ceviz,iki göbek,100cm_windowed,2.0
2024-08-23,2024-08-30,300,gold ceviz,yavru kanat,100cm_windowed,1.0
2024-08-23,2024-08-30,520,wenge,baklava,100cm_windowed,1.0
2024-08-23,2024-08-30,630,bute beyaz,karışık çizgi,100cm_windowed,6.0
2024-08-23,2024-08-30,660,bute beyaz,iki göbek,100cm_windowed,18.0
2024-08-23,2024-08-30,730,küp akça,karışık çizgi,100cm_windowed,2.0
2024-08-23,2024-08-30,860,ardahan gri,iki göbek,100cm_windowed,5.0
2024-08-23,2024-08-30,960,pvc gri,iki göbek,100cm_windowed,5.0
2024-08-30,2024-09-06,110,italyan ceviz,madra,100cm_windowed,1.0
2024-08-30,2024-09-06,130,italyan ceviz,karışık çizgi,100cm_windowed,2.0
2024-08-30,2024-09-06,160,italyan ceviz,iki göbek,100cm_windowed,4.0
2024-08-30,2024-09-06,260,koyu ceviz,iki göbek,100cm_windowed,2.0
2024-08-30,2024-09-06,310,gold ceviz,madra,100cm_windowed,1.0
2024-08-30,2024-09-06,560,wenge,iki göbek,100cm_windowed,1.0
2024-08-30,2024-09-06,630,bute beyaz,karışık çizgi,100cm_windowed,1.0
